the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.907118678794 37.432807478209),710,Milpitas Library,Library,160 North Main Street,Milpitas,95035,Web,52012LIB,37.43280253,-121.90710558,08/08/2012 12:00:00 AM +0000
POINT (-121.902136385659 37.414394631202),359,Great Mall Station,VTA Light Rail Station,Great Mall  At  Main,,,VTA,000101,37.41438968,-121.90212329,01/15/2012 12:00:00 AM +0000
POINT (-121.886553681707 37.321684592945),1380,Rocketship Mateo Sheedy Elementary,School,788 Locust Street,San Jose,95110,School Website 2014/CA_DEPT_EDU,43104390113704,37.32167965,-121.8865406,10/06/2014 12:00:00 AM +0000
POINT (-122.114042441246 37.381223537426),709,Los Altos Library,Library,13 South San Antonio Road,Los Altos,94022,Web,42012LIB,37.3812186,-122.11402932,08/08/2012 12:00:00 AM +0000
POINT (-122.007344985683 37.361753971169),231,Ponderosa Park,Park,,,,ESRI,2272010POS,37.36174903,-122.00733188,09/14/2011 12:00:00 AM +0000
POINT (-121.885969142705 37.335812735905),735,King Library,Library,150 E. San Fernando St.,San Jose,95112,Web,302012LIB,37.33580779,-121.88595606,08/08/2012 12:00:00 AM +0000
POINT (-121.797724070623 37.315712725123),49,Aborn Park,Park,,,,ESRI,452010POS,37.31570777,-121.797711,09/14/2011 12:00:00 AM +0000
POINT (-122.029857457386 37.377822811384),319,Sunnyvale Station,Railroad Station,,Sunnyvale,,VTA,62012RRS,37.37781787,-122.02984435,01/15/2012 12:00:00 AM +0000
POINT (-122.178491557605 37.440331504189),460,"Children'S Health Council, The",Clinic,650 CLARK WAY,PALO ALTO,94304,Office Of StateWide Health Planning And Development (OSHPD),306434097,37.44032657,-122.17847842,08/10/2012 12:00:00 AM +0000
POINT (-122.175439046121 37.386415716523),39,Bressler,Open Space,,,,SCC-Plannning,332011POS,37.38641079,-122.17542591,09/14/2011 12:00:00 AM +0000
POINT (-122.032432412865 37.295961944865),773,Santa Clara County Sheriffs Department,Police,1601 S DE ANZA BL,CUPERTINO,95014,County Comm,352012POLICE,37.29595701,-122.03241931,08/30/2012 12:00:00 AM +0000
POINT (-121.902621406539 37.271862806821),567,Kirk Community Center,Community Center,1601 Foxworthy Ave,San Jose,,ISD-GIS -  Compiled data from the internet,152012C,37.27185787,-121.90260833,08/09/2012 12:00:00 AM +0000
POINT (-122.041636978818 37.37765007697),281,Washington City Park,Park,,,,ESRI,2772010POS,37.37764514,-122.04162387,09/14/2011 12:00:00 AM +0000
POINT (-121.818922004051 37.327561281711),591,Mekong Community Center,Community Center,2203 Tully Rd,San Jose,,ISD-GIS -  Compiled data from the internet,392012C,37.32755633,-121.81890893,08/09/2012 12:00:00 AM +0000
POINT (-121.820882226164 37.267920330973),731,Edenvale Branch Library,Library,101 Branham Lane East,San Jose,95111,Web,262012LIB,37.26791539,-121.82086916,08/08/2012 12:00:00 AM +0000
POINT (-121.955960291554 37.345355198558),1407,Wilson Education Center,School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330130,37.34535026,-121.9559472,10/07/2014 12:00:00 AM +0000
POINT (-121.908581248771 37.417173109861),521,Elmwood Rehabilitation Center,Hospital,701 South Abel Street,Milpitas,95035,ESRI [2008 & 2010] Map and Data,62012H,37.41716816,-121.90856815,08/01/2011 12:00:00 AM +0000
POINT (-121.944719835294 37.347505006903),46,City Park,Park,,,,ESRI,422010POS,37.34750006,-121.94470674,09/14/2011 12:00:00 AM +0000
POINT (-121.925790182806 37.38348833518),432,Component Station,VTA Light Rail Station,North First  At  Component,,,VTA,000051,37.38348339,-121.92577709,01/15/2012 12:00:00 AM +0000
POINT (-121.925992484615 37.330509700613),1303,Merritt Trace Elementary,School,651 Dana Avenue,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696666048656,37.33050476,-121.92597939,10/02/2014 12:00:00 AM +0000
POINT (-121.870918395238 37.221605996424),223,Parma Park,Park,,,,ESRI,2192010POS,37.22160106,-121.87090533,09/14/2011 12:00:00 AM +0000
POINT (-121.867525420079 37.42784343465),59,Ben Rogers Park,Park,,,,ESRI,552010POS,37.42783848,-121.86751233,09/14/2011 12:00:00 AM +0000
POINT (-121.91243620494 37.3628879185),1453,Walter L. Bachrodt Elementary,School,102 Sonora Avenue,San Jose,95110,School Website 2014/CA_DEPT_EDU,43696666048730,37.36288297,-121.91242311,10/09/2014 12:00:00 AM +0000
POINT (-121.864314486393 37.251290825913),775,Oakridge Community Center,Police,947 Blossom Hill Road,SAN JOSE,95123,Police Station Web Site,372012POLICE,37.25128589,-121.86430141,08/30/2012 12:00:00 AM +0000
POINT (-121.89988796364 37.294076678873),289,Wilcox Park,Park,,,,ESRI,2852010POS,37.29407174,-121.89987488,09/14/2011 12:00:00 AM +0000
POINT (-122.126728312647 37.431517391544),863,Keys School,School,2890 Middlefield Road,Palo Alto,94306,School Website/NCES,902014PRIVATE,37.43151246,-122.12671518,03/11/2014 12:00:00 AM +0000
POINT (-121.844049471897 37.371061711659),364,Mckee Station,VTA Light Rail Station,Capitol  Ns  Mckee,,,VTA,000112,37.37105676,-121.84403639,01/15/2012 12:00:00 AM +0000
POINT (-121.779305388993 37.302695043329),1260,Laurelwood Elementary,School,4280 Partridge Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356071534,37.30269009,-121.77929232,09/29/2014 12:00:00 AM +0000
POINT (-121.845210998537 37.270896717045),1352,Parkview Elementary,School,330 Bluefield Drive,San Jose,95136,School Website 2014/CA_DEPT_EDU,43696256093066,37.27089177,-121.84519793,10/06/2014 12:00:00 AM +0000
POINT (-121.451271869606 37.154006480314),151,Henry Coe State Park,Park,,,,ESRI,1472010POS,37.15400152,-121.45125887,09/14/2011 12:00:00 AM +0000
POINT (-121.847463819576 37.235339964467),942,Spectrum Center Schools-Randol Campus,School,762 SUNSET GLEN DR,SAN JOSE,95123,NCES,1772014PRIVATE,37.23533502,-121.84745075,03/13/2014 12:00:00 AM +0000
POINT (-122.013386671736 37.317358993606),1484,Fremont Older School,School,19500 Calle de Barcelona,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43104396085500,37.31735406,-122.01337357,10/09/2014 12:00:00 AM +0000
POINT (-121.860566302966 37.253874918922),487,Planned Parenthood - San Jose - Thornwood,Clinic,"5440 THORNWOOD DR., STE. G",SAN JOSE,95123,Office Of StateWide Health Planning And Development (OSHPD),306431850,37.25386998,-121.86055323,08/10/2012 12:00:00 AM +0000
POINT (-121.887503789023 37.301813488267),241,River Glen Park,Park,,,,ESRI,2372010POS,37.30180855,-121.88749071,09/14/2011 12:00:00 AM +0000
POINT (-121.573501069285 37.004515712817),571,Gilroy Community Center,Community Center,7351 Hanna St,Gilroy,,ISD-GIS -  Compiled data from the internet,192012C,37.00451077,-121.57348807,08/09/2012 12:00:00 AM +0000
POINT (-122.079712052833 37.426166740003),6,SHORELINE AMPHITHEATRE,Stadium,1 Amphitheatre Parkway,MountainView,94043,ESRI Data,6D67STD,37.4261618,-122.07969893,08/14/2012 12:00:00 AM +0000
POINT (-121.629475780208 37.120135657438),499,South Bay Surgery Center,Clinic,16130 JUAN HERNANDEZ DRIVE,MORGAN HILL,95037,Office Of StateWide Health Planning And Development (OSHPD),306434175,37.12013071,-121.62946276,08/10/2012 12:00:00 AM +0000
POINT (-121.824314124737 37.256160940385),99,Coy Park,Park,,,,ESRI,952010POS,37.256156,-121.82430106,09/14/2011 12:00:00 AM +0000
POINT (-121.929843227174 37.299855500001),379,Bascom Station,VTA Light Rail Station,Bascom  At  Station,,,VTA,000123,37.29985056,-121.92983014,01/15/2012 12:00:00 AM +0000
POINT (-121.87218609258 37.380934047394),275,Vinci Park,Park,,,,ESRI,2712010POS,37.3809291,-121.872173,09/14/2011 12:00:00 AM +0000
POINT (-121.978603265072 37.302676372932),741,West Valley Branch Library,Library,1243 San Tomas Aquino Rd.,San Jose,95117,Web,362012LIB,37.30267144,-121.97859017,08/08/2012 12:00:00 AM +0000
POINT (-121.841312948744 37.394379657885),208,Noble Park,Park,,,,ESRI,2042010POS,37.3943747,-121.84129986,09/14/2011 12:00:00 AM +0000
POINT (-121.836846498303 37.36906413251),1038,James McEntee Academy,School,2851 Gay Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693690114918,37.36905918,-121.83683342,08/25/2014 12:00:00 AM +0000
POINT (-122.112184118844 37.379894216674),572,Hillview Community Center,Community Center,97 Hillview Ave,Los Altos,,ISD-GIS -  Compiled data from the internet,202012C,37.37988928,-122.11217099,08/09/2012 12:00:00 AM +0000
POINT (-122.075692381584 37.394238165016),318,Mountain View Station,Railroad Station,,Mountain View,,VTA,52012RRS,37.39423323,-122.07567926,01/15/2012 12:00:00 AM +0000
POINT (-122.059077272975 37.331366815285),261,Somerset Square Park,Park,,,,ESRI,2572010POS,37.33136188,-122.05906416,09/14/2011 12:00:00 AM +0000
POINT (-121.85541466091 37.329459849424),1381,Rocketship Mosaic Elementary,School,950 Owsley Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694500123299,37.3294549,-121.85540158,10/06/2014 12:00:00 AM +0000
POINT (-121.990662023682 37.367233212031),888,Monticello Academy,School,"3401 Monroe Street, Bldg A",Santa Clara,95051,School Website/NCES,1162014PRIVATE,37.36722827,-121.99064892,03/11/2014 12:00:00 AM +0000
POINT (-122.013575646715 37.26707743542),783,Wast Vally- Mission College District Police Department,Police,14000 Fruitvale Ave,SUNNYVALE,95070,Police Station Web Site,452012POLICE,37.2670725,-122.01356255,08/30/2012 12:00:00 AM +0000
POINT (-121.851783096746 37.351147352187),1261,Learning in an Urban Community with High Achievement (L.U.C.H.A.),School,1711 East San Antonio St,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693690107748,37.3511424,-121.85177002,09/29/2014 12:00:00 AM +0000
POINT (-121.872634874884 37.2937574236),356,Curtner Station,VTA Light Rail Station,Hwy 87  At  Curtner,,,VTA,000060,37.29375248,-121.8726218,01/15/2012 12:00:00 AM +0000
POINT (-121.877689784349 37.313436216895),1376,Rocketship Alma Academy,School,198 West Alma Avenue,San Jose,95110,School Website 2014/CA_DEPT_EDU,43104390125799,37.31343127,-121.8776767,10/06/2014 12:00:00 AM +0000
POINT (-122.050002584034 37.404707664254),381,Bayshore Nasa Station,VTA Light Rail Station,Manila  At  Nasa,,,VTA,000081,37.40470272,-122.04998947,01/15/2012 12:00:00 AM +0000
POINT (-121.768006673977 37.225384002142),1301,Martin Murphy Middle,School,141 Avenida Espana,San Jose,95139,School Website 2014/CA_DEPT_EDU,43695836100325,37.22537906,-121.76799362,09/30/2014 12:00:00 AM +0000
POINT (-122.008211315631 37.315377592244),1145,D. J. Sedgwick Elementary,School,19200 Phil Lane,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046775,37.31537266,-122.00819822,09/08/2014 12:00:00 AM +0000
POINT (-121.881546871217 37.321354376365),1455,Washington Elementary,School,100 Oak Street,San Jose,95110,School Website 2014/CA_DEPT_EDU,43696666048748,37.32134943,-121.88153379,10/09/2014 12:00:00 AM +0000
POINT (-122.081185857936 37.394754537103),762,Mountain View Police Department,Police,1000  VILLA ST,MOUNTAIN VIEW,94041,County Comm,232012POLICE,37.3947496,-122.08117274,08/30/2012 12:00:00 AM +0000
POINT (-121.902840017065 37.283488700701),945,St. Christopher School,School,2278 Booksin Avenue,San Jose,95125,School Website/NCES,1812014PRIVATE,37.28348376,-121.90282694,03/13/2014 12:00:00 AM +0000
POINT (-122.103984466381 37.423990203864),851,Helios New School,School,3921 FABIAN WAY BLDG C,PALO ALTO,94303,NCES,782014PRIVATE,37.42398527,-122.10397134,03/11/2014 12:00:00 AM +0000
POINT (-121.851327230414 37.37870404728),892,Merry Hills School,School,750 N CAPITOL AVE BLDG D,SAN JOSE,95133,NCES,1212014PRIVATE,37.3786991,-121.85131415,03/11/2014 12:00:00 AM +0000
POINT (-121.961179309744 37.252778612392),584,Addison Penzak Jewish Community Center,Community Center,14855 Oka Rd,Los Gatos,,ISD-GIS -  Compiled data from the internet,322012C,37.25277368,-121.96116622,08/09/2012 12:00:00 AM +0000
POINT (-122.008622494761 37.349129835091),1297,Marian A. Peterson Middle,School,1380 Rosalia Avenue,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43696746101760,37.3491249,-122.00860939,09/30/2014 12:00:00 AM +0000
POINT (-121.825549166099 37.201136304007),815,Challenger School (Almaden),School,19950 McKean Road,San Jose,95120,School Website,402014PRIVATE,37.20113137,-121.8255361,03/10/2014 12:00:00 AM +0000
POINT (-121.933410697339 37.316079085828),1478,"McKinnon (Joseph H.) (TMR, Aut)",School,2390 Moorpark Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396049555,37.31607415,-121.93339761,10/09/2015 12:00:00 AM +0000
POINT (-121.920197591622 37.342295661038),800,Bellarmine College Preparatory,School,960 West Hedding Street,San Jose,95126,School Website,222014PRIVATE,37.34229072,-121.9201845,07/10/2009 12:00:00 AM +0000
POINT (-121.906590886307 37.400055828245),873,Lamb-O Academy,School,2151 OAKLAND RD #20,SAN JOSE,95131,NCES,1012014PRIVATE,37.40005088,-121.90657779,03/11/2014 12:00:00 AM +0000
POINT (-121.829649495832 37.336734363067),1122,Clyde L. Fischer Middle,School,1720 Hopkins Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693696046148,37.33672941,-121.82963642,09/05/2014 12:00:00 AM +0000
POINT (-122.085574998124 37.411594498673),1139,Crittenden Middle,School,1701 Rock Street,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049472,37.41158956,-122.08556187,09/08/2014 12:00:00 AM +0000
POINT (-122.009246051769 37.320805742214),1142,Cupertino High,School,10100 Finch Avenue,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694684331799,37.32080081,-122.00923295,09/08/2014 12:00:00 AM +0000
POINT (-121.594398921032 37.000313552651),1431,Solorsano Middle,School,7121 Grenache Way,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694840100990,37.00030862,-121.59438592,10/08/2014 12:00:00 AM +0000
POINT (-121.333141816251 37.019497287469),686,Cal Fire Pacheco Station,FireStation,12280  PACHECO PASS HY,Gilroy,,County Comm,952012FIRE,37.01949233,-121.33312885,08/09/2012 12:00:00 AM +0000
POINT (-121.876789533707 37.428608633111),893,Merryhill School 1070,School,1500 Yosemite Drive,Milpitas,95035,NCES,1222014PRIVATE,37.42860368,-121.87677644,03/11/2014 12:00:00 AM +0000
POINT (-121.912422538893 37.296442084633),811,Carden Day School of San Jose,School,1570 Alta Glen Drive,San Jose,95125,School Website,362014PRIVATE,37.29643714,-121.91240945,03/10/2014 12:00:00 AM +0000
POINT (-122.106611542834 37.371657797493),1136,Covington Elementary,School,205 Covington Road,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047401,37.37165286,-122.10659842,09/08/2014 12:00:00 AM +0000
POINT (-121.994391498686 37.35816362758),956,St. Lawrence the Martyr Elementary & Middle School,School,1977 Saint Lawrence Drive,Santa Clara,95051,School Website/NCES,1922014PRIVATE,37.35815869,-121.99437839,03/14/2014 12:00:00 AM +0000
POINT (-122.00720286424 37.283115844587),73,Brookglen Park,Park,,,,ESRI,692010POS,37.28311091,-122.00718977,09/14/2011 12:00:00 AM +0000
POINT (-121.661376305658 37.120913421478),875,Little Sonshine School House,School,16970 Dewitt Ave,MORGAN HILL,95037,NCES,1032014PRIVATE,37.12090848,-121.66136328,03/11/2014 12:00:00 AM +0000
POINT (-121.977372407738 37.197070752239),29,Lexington Reservoir County Park,Park,,,,SCCPRD,232011POS,37.19706582,-121.97735932,09/14/2011 12:00:00 AM +0000
POINT (-121.88091238514 37.407183558275),211,Northwood Park,Park,,,,ESRI,2072010POS,37.40717861,-121.88089929,09/14/2011 12:00:00 AM +0000
POINT (-121.87515574676 37.287921995912),785,Achiever Christian School,School,540 Sands Drive,San Jose,95125,School Website 2013/NCES,12014PRIVATE,37.28791705,-121.87514267,03/07/2014 12:00:00 AM +0000
POINT (-122.141804837702 37.427127074617),474,Mayview Community Health Center - Pa,Clinic,270 GRANT AVENUE,PALO ALTO,94306,Office Of StateWide Health Planning And Development (OSHPD),306431857,37.42712214,-122.1417917,08/10/2012 12:00:00 AM +0000
POINT (-122.114726007762 37.424122092243),638,Palo Alto Fire Station 4,FireStation,3600  MIDDLEFIELD RD,Palo Alto,,County Comm,442012FIRE,37.42411716,-122.11471288,08/09/2012 12:00:00 AM +0000
POINT (-121.99826089116 37.283557104518),922,Action Day Primary Plus,School,18720 BUCKNALL RD,SARATOGA,95070,NCES,1552014PRIVATE,37.28355217,-121.99824779,03/12/2014 12:00:00 AM +0000
POINT (-122.16780200275 37.444755588924),116,El Camino Park,Park,,,,ESRI,1122010POS,37.44475065,-122.16778886,09/14/2011 12:00:00 AM +0000
POINT (-121.820330924361 37.366747585889),1128,San Jose Job Corps Center,School,3485 E Hills Dr,San Jose,95127,School Website/ Google,3852014PUBLIC,37.36674263,-121.82031785,09/05/2014 12:00:00 AM +0000
POINT (-121.834500075511 37.37772725302),750,East Side Sub Station,Police,390  RIDGE VISTA AV,SANTA CLARA COUNTY,95127,County Comm,102012POLICE,37.3777223,-121.83448699,08/30/2012 12:00:00 AM +0000
POINT (-121.843014391546 37.375887649965),1059,Ben Painter Elementary,School,500 Rough and Ready Road,San Jose,95133,School Website 2014/CA_DEPT_EDU,43693696046122,37.3758827,-121.84300131,08/26/2014 12:00:00 AM +0000
POINT (-121.964574496041 37.266164446988),1102,Capri Elementary,School,850 Chapman Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693936046536,37.26615951,-121.96456141,09/02/2014 12:00:00 AM +0000
POINT (-122.063134653145 37.381654525577),266,Sylvan Park,Park,,,,ESRI,2622010POS,37.38164959,-122.06312154,09/14/2011 12:00:00 AM +0000
POINT (-122.079593258775 37.352748241394),183,Marymead Park,Park,,,,ESRI,1792010POS,37.35274331,-122.07958014,09/14/2011 12:00:00 AM +0000
POINT (-121.661498803096 37.119964598828),897,Montessori Learning For Living,School,16900 De Witt Avenue,MORGAN HILL,95038,NCES,1262014PRIVATE,37.11995966,-121.66148578,03/11/2014 12:00:00 AM +0000
POINT (-121.895787872862 37.287444568507),277,Wallenberg Park,Park,,,,ESRI,2732010POS,37.28743963,-121.89577479,09/14/2011 12:00:00 AM +0000
POINT (-121.946936715442 37.28943330681),580,Third Street Community Center,Community Center,160 N 3rd St,San Jose,,ISD-GIS -  Compiled data from the internet,282012C,37.28942837,-121.94692363,08/09/2012 12:00:00 AM +0000
POINT (-121.94310294357 37.256450356015),158,Houge Park,Park,,,,ESRI,1542010POS,37.25644542,-121.94308986,09/14/2011 12:00:00 AM +0000
POINT (-121.853427783634 37.381690722902),1470,East Side Union High School,School,830 North Capitol Avenue,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694270000000,37.38168577,-121.8534147,10/09/2014 12:00:00 AM +0000
POINT (-121.928324709371 37.412353193534),350,Cisco Station,VTA Light Rail Station,Tasman  Ns  Cisco Way,,,VTA,000094,37.41234824,-121.92831161,01/15/2012 12:00:00 AM +0000
POINT (-121.93638496852 37.26487656769),1097,Camden Community Day,School,2223 Camden Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43694014330718,37.26487163,-121.93637188,09/02/2014 12:00:00 AM +0000
POINT (-121.871211649305 37.414145351955),1257,Laneview Elementary,School,2095 Warmwood Lane,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776046361,37.4141404,-121.87119856,09/29/2014 12:00:00 AM +0000
POINT (-121.990165552625 37.340697957034),976,Stratford School - Santa Clara Pomeroy,School,890 POMEROY AVE,SANTA CLARA,95051,NCES,2122014PRIVATE,37.34069302,-121.99015245,03/14/2014 12:00:00 AM +0000
POINT (-122.041654911986 37.297942065036),676,County Fire Seven Spring Station 2,FireStation,21000  SEVEN SPRINGS PY,Cupertino,,County Comm,832012FIRE,37.29793713,-122.04164181,08/09/2012 12:00:00 AM +0000
POINT (-121.661323742865 37.127091166082),1345,P. A. Walsh Elementary,School,353 West Main Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836047922,37.12708622,-121.66131071,10/06/2014 12:00:00 AM +0000
POINT (-121.966676187657 37.424498025834),1205,George Mayne Elementary,School,5030 North First Street,Santa Clara,95002,School Website 2014/CA_DEPT_EDU,43696746048870,37.42449308,-121.96666308,09/11/2014 12:00:00 AM +0000
POINT (-121.592187622105 37.020959421165),1320,Rod Kelley Elementary,School,8755 Kern Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846106991,37.02095448,-121.59217462,10/03/2014 12:00:00 AM +0000
POINT (-122.104863393974 37.45368249451),77,Byxbee Recreation Area,Park,,,,ESRI,732010POS,37.45367755,-122.10485026,09/14/2011 12:00:00 AM +0000
POINT (-121.91224684027 37.383543941954),748,California Highway Patrol,Police,2020  JUNCTION AV,SAN JOSE,95131,County Comm,62012POLICE,37.38353899,-121.91223375,08/30/2012 12:00:00 AM +0000
POINT (-121.847879743836 37.406620473959),915,Piedmont Hills Montessori Academy,School,1425 OLD PIEDMONT RD,SAN JOSE,95132,NCES,1482014PRIVATE,37.40661552,-121.84786666,03/12/2014 12:00:00 AM +0000
POINT (-121.8398471149 37.32127486048),1240,Jeanne R. Meadows Elementary,School,1250 Taper Lane,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694506109433,37.32126991,-121.83983404,09/22/2014 12:00:00 AM +0000
POINT (-122.052223029894 37.395433101996),407,Middlefield Station,VTA Light Rail Station,Tasman Line  At  Middlefield,,,VTA,000083,37.39542816,-122.05220991,01/15/2012 12:00:00 AM +0000
POINT (-121.83222315458 37.369918063167),1178,"Escuela Popular/Center for Training and Careers, Family Learning",School,149 North White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694270107151,37.36991311,-121.83221007,09/10/2014 12:00:00 AM +0000
POINT (-121.88117741822 37.408674281421),1334,Northwood Elementary,School,2760 East Trimble Road,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776046387,37.40866933,-121.88116433,10/06/2014 12:00:00 AM +0000
POINT (-121.887201342198 37.33348589493),449,San Antonio Station,VTA Light Rail Station,South Second  At  San Antonio Station,,,VTA,000030,37.33348095,-121.88718826,01/15/2012 12:00:00 AM +0000
POINT (-121.841714829104 37.311781362426),771,San Jose Police Department Stables,Police,800  TULLY RD,SAN JOSE,95122,County Comm,332012POLICE,37.31177642,-121.84170175,08/30/2012 12:00:00 AM +0000
POINT (-121.816179440163 37.358981557217),1195,Fred Marten,School,14271 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104396102537,37.3589766,-121.81616636,09/11/2014 12:00:00 AM +0000
POINT (-121.81822519064 37.281402425993),191,Melody Park,Park,,,,ESRI,1872010POS,37.28139748,-121.81821212,09/14/2011 12:00:00 AM +0000
POINT (-121.892707527582 37.341154455377),500,St. James Health Center,Clinic,55 EAST JULIAN STREET,SAN JOSE,95112,Office Of StateWide Health Planning And Development (OSHPD),306434004,37.34114951,-121.89269444,08/10/2012 12:00:00 AM +0000
POINT (-121.832133439052 37.358139091057),337,Alum Rock Station,VTA Light Rail Station,Capitol  At  Wilbur,,,VTA,000114,37.35813414,-121.83212036,01/15/2012 12:00:00 AM +0000
POINT (-122.03044119944 37.324148914075),953,St Joseph Of Cupertino Elementary School,School,10120 North De Anza Boulevard,Cupertino,95014,School Website/NCES,1892014PRIVATE,37.32414398,-122.03042809,03/13/2014 12:00:00 AM +0000
POINT (-121.79658835585 37.313367289641),732,Evergreen Branch Library,Library,2635 Aborn Rd.,San Jose,95121,Web,272012LIB,37.31336234,-121.79657529,08/08/2012 12:00:00 AM +0000
POINT (-121.582526981904 37.057244764914),683,South District Masten Station,FireStation,10810  NO NAME UNO,CO,,County Comm,902012FIRE,37.05723982,-121.58251397,08/09/2012 12:00:00 AM +0000
POINT (-121.873463095755 37.228691902217),855,Holy Spirit School,School,1200 Redmond Avenue,San Jose,95120,School Website/NCES,822014PRIVATE,37.22868697,-121.87345002,03/11/2014 12:00:00 AM +0000
POINT (-122.084945737028 37.381145462868),1236,Isaac Newton Graham Middle,School,1175 Castro Street,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047989,37.38114053,-122.08493262,09/15/2014 12:00:00 AM +0000
POINT (-122.041926380037 37.324916746904),583,Quinlan Community Center,Community Center,10185 N. Stelling Road,Cupertino,,ISD-GIS -  Compiled data from the internet,312012C,37.32491181,-122.04191327,08/09/2012 12:00:00 AM +0000
POINT (-121.829975883103 37.330913040965),1043,Apollo High,School,1835 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694274330361,37.33090809,-121.82996281,08/25/2014 12:00:00 AM +0000
POINT (-121.879920650621 37.232562853644),134,Golden Oaks Park,Park,,,,ESRI,1302010POS,37.23255792,-121.87990758,09/14/2011 12:00:00 AM +0000
POINT (-122.077860611377 37.42395226224),653,Mountain View Fire Station 5,FireStation,2195 N SHORELINE BL,MountainView,,County Comm,602012FIRE,37.42394732,-122.07784749,08/09/2012 12:00:00 AM +0000
POINT (-121.882637474139 37.328078005861),903,Notre Dame High School,School,596 South 2nd Street,San Jose,95112,School Website/NCES,1342014PRIVATE,37.32807306,-121.88262439,03/11/2014 12:00:00 AM +0000
POINT (-121.944887586269 37.388219776211),200,Montague Park,Park,,,,ESRI,1962010POS,37.38821483,-121.94487449,09/14/2011 12:00:00 AM +0000
POINT (-121.865402289265 37.356163152009),1036,Anne Darling Elementary,School,333 North 33rd Street,San Jose,95133,School Website 2014/CA_DEPT_EDU,43696666048433,37.3561582,-121.8653892,08/19/2013 12:00:00 AM +0000
POINT (-121.986108006701 37.283951551729),1222,Gussie M. Baker Elementary,School,4845 Bucknall Road,San Jose,95130,School Website 2014/CA_DEPT_EDU,43695756047807,37.28394662,-121.98609491,09/15/2014 12:00:00 AM +0000
POINT (-121.79743599872 37.23977840327),804,Bright Horizons At San Jose,School,6120 LISKA LN,SAN JOSE,95119,NCES,272014PRIVATE,37.23977346,-121.79742294,03/10/2014 12:00:00 AM +0000
POINT (-121.990382622961 37.396475438038),1185,Fairwood Elementary,School,1110 Fairwood Avenue,Sunnyvale,94089,School Website 2014/CA_DEPT_EDU,43696906049217,37.39647049,-121.99036952,09/11/2014 12:00:00 AM +0000
POINT (-121.956916113849 37.403708894009),172,Lick Mill Park,Park,,,,ESRI,1682010POS,37.40370395,-121.95690301,09/14/2011 12:00:00 AM +0000
POINT (-121.980152838266 37.327614733191),938,Sierra School,School,220 Blake Avenue #B,Santa Clara,95051,School Website/NCES,1732014PRIVATE,37.3276098,-121.98013974,03/13/2014 12:00:00 AM +0000
POINT (-121.995467976562 37.359178430546),955,St. Lawrence Academy,School,2000 Lawrence Court,Santa Clara,95051,School Website/NCES,1912014PRIVATE,37.35917349,-121.99545487,03/14/2014 12:00:00 AM +0000
POINT (-122.043731216721 37.367035610191),1141,Cumberland Elementary,School,824 Cumberland Avenue,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43696906049175,37.36703067,-122.0437181,09/08/2014 12:00:00 AM +0000
POINT (-121.5614266165 37.015598807629),495,Satellite Dialysis Of Gilroy,Clinic,"7800 ARROYO CIRCLE, SUITE B",GILROY,95020,Office Of StateWide Health Planning And Development (OSHPD),306434079,37.01559387,-121.56141362,08/10/2012 12:00:00 AM +0000
POINT (-122.023659391669 37.288882231451),56,Azule Park,Park,,,,ESRI,522010POS,37.2888773,-122.02364629,09/14/2011 12:00:00 AM +0000
